crsyr,origin_loc,cross_loc,us_loc,origin_coords,cross_coords,us_coords,flow
1940,Guanajuato,"Juárez, Chihuahua","Fresno, CA ","(-101.0, 20.9876996)","(-106.0277621, 28.6517723)","(-119.7848307, 36.7394421)","LINESTRING (-101 20.9876996, -106.0277621 28.6517723, -119.7848307 36.7394421)"
1985,Guanajuato,"Mexicali, Baja California del Norte","San Francisco, CA ","(-101.0, 20.9876996)","(-115.506256, 32.658421)","(-122.419906, 37.7790262)","LINESTRING (-101 20.9876996, -115.506256 32.658421, -122.419906 37.7790262)"
1982,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.6825081 21.1218598, -117.0412813 32.5132984, -118.1362299 33.760599)"
1977,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1979,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -118.1362299 33.760599)"
1979,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -118.1362299 33.760599)"
1986,"Silao, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.42919512727305, 20.9432447)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.429195127273 20.9432447, -117.0412813 32.5132984, -118.1362299 33.760599)"
1973,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1972,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -118.1362299 33.760599)"
1974,"Silao, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.42919512727305, 20.9432447)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.429195127273 20.9432447, -117.0412813 32.5132984, -118.1362299 33.760599)"
2001,"Tecuala, Nayarit","Altar, Sonora","Denver, CO ","(-105.457139, 22.3980157)","(-111.88979063990689, 31.09381305)","(-104.9848623, 39.7392364)","LINESTRING (-105.457139 22.3980157, -111.8897906399069 31.09381305, -104.9848623 39.7392364)"
2004,Guanajuato,"Altar, Sonora","Sacramento, CA ","(-101.0, 20.9876996)","(-111.88979063990689, 31.09381305)","(-121.493895, 38.5810606)","LINESTRING (-101 20.9876996, -111.8897906399069 31.09381305, -121.493895 38.5810606)"
1988,"Tecuala, Nayarit","Tijuana, Baja California del Norte","Greeley, CO ","(-105.457139, 22.3980157)","(-117.0412813, 32.5132984)","(-104.7091322, 40.4233142)","LINESTRING (-105.457139 22.3980157, -117.0412813 32.5132984, -104.7091322 40.4233142)"
1999,"Irapuato, Guanajuato","Juárez, Chihuahua","Denver, CO ","(-101.3521052, 20.6758761)","(-106.0277621, 28.6517723)","(-104.9848623, 39.7392364)","LINESTRING (-101.3521052 20.6758761, -106.0277621 28.6517723, -104.9848623 39.7392364)"
1995,"Saltillo, Coahuila de Zaragoza","Tijuana, Baja California del Norte","Salem, OR ","(-100.9927509, 25.4230425)","(-117.0412813, 32.5132984)","(-123.033121, 44.9391565)","LINESTRING (-100.9927509 25.4230425, -117.0412813 32.5132984, -123.033121 44.9391565)"
2002,Guanajuato,"Mexicali, Baja California del Norte","Sacramento, CA ","(-101.0, 20.9876996)","(-115.506256, 32.658421)","(-121.493895, 38.5810606)","LINESTRING (-101 20.9876996, -115.506256 32.658421, -121.493895 38.5810606)"
2003,"Loreto, Zacatecas","Agua Prieta, Sonora","Boulder-Longmont, CO ","(-101.91255538611645, 22.27393)","(-109.5425509, 31.3179664)","(-105.12774223490266, 40.154341599999995)","LINESTRING (-101.9125553861165 22.27393, -109.5425509 31.3179664, -105.1277422349027 40.1543416)"
1983,"Ciudad de México, Distrito Federal","Piedras Negras, Coahuila de Zaragoza","Orange County, CA ","(-99.1269583, 19.2667215)","(-100.5267104, 28.6998135)","(-117.8704931, 33.7500378)","LINESTRING (-99.1269583 19.2667215, -100.5267104 28.6998135, -117.8704931 33.7500378)"
1983,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1974,Guanajuato,"Tijuana, Baja California del Norte","Orange County, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1986,Sonora,"Piedras Negras, Coahuila de Zaragoza","Houston, TX ","(-110.6666671, 29.3333331)","(-100.5267104, 28.6998135)","(-95.3676974, 29.7589382)","LINESTRING (-110.6666671 29.3333331, -100.5267104 28.6998135, -95.3676974 29.7589382)"
1954,"Ciudad de México, Distrito Federal","Reynosa, Tamaulipas","Dallas, TX ","(-99.1269583, 19.2667215)","(-98.2963932, 26.0704018)","(-96.7968559, 32.7762719)","LINESTRING (-99.1269583 19.2667215, -98.2963932 26.0704018, -96.7968559 32.7762719)"
1954,Guanajuato,"Juárez, Chihuahua","San Antonio, TX ","(-101.0, 20.9876996)","(-106.0277621, 28.6517723)","(-98.4951405, 29.4246002)","LINESTRING (-101 20.9876996, -106.0277621 28.6517723, -98.49514050000001 29.4246002)"
1982,"Querétaro, Querétaro","Tijuana, Baja California del Norte","San Antonio, TX ","(-100.3970593, 20.5954708)","(-117.0412813, 32.5132984)","(-98.4951405, 29.4246002)","LINESTRING (-100.3970593 20.5954708, -117.0412813 32.5132984, -98.49514050000001 29.4246002)"
1984,"Ciudad de México, Distrito Federal","Piedras Negras, Coahuila de Zaragoza","San Antonio, TX ","(-99.1269583, 19.2667215)","(-100.5267104, 28.6998135)","(-98.4951405, 29.4246002)","LINESTRING (-99.1269583 19.2667215, -100.5267104 28.6998135, -98.49514050000001 29.4246002)"
1981,"Guanajuato, Guanajuato","Reynosa, Tamaulipas","Houston, TX ","(-101.2528406, 21.0158848)","(-98.2963932, 26.0704018)","(-95.3676974, 29.7589382)","LINESTRING (-101.2528406 21.0158848, -98.2963932 26.0704018, -95.3676974 29.7589382)"
1973,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Orange County, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1988,"Querétaro, Querétaro","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-100.3970593, 20.5954708)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-100.3970593 20.5954708, -117.0412813 32.5132984, -118.1362299 33.760599)"
1975,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Bakersfield, CA ","(-115.506256, 32.658421)","(-117.0412813, 32.5132984)","(-119.0194639, 35.3738712)","LINESTRING (-115.506256 32.658421, -117.0412813 32.5132984, -119.0194639 35.3738712)"
1979,", México","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-100.000037, 22.5000485)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-100.000037 22.5000485, -117.0412813 32.5132984, -118.1362299 33.760599)"
1979,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1991,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Orange County, CA ","(-115.506256, 32.658421)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-115.506256 32.658421, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1979,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Orange County, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1975,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1988,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","San Diego, CA ","(-117.0412813, 32.5132984)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-117.0412813 32.5132984, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1984,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","San Jose, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-121.890583, 37.3361905)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -121.890583 37.3361905)"
1970,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1984,Jalisco,"Nuevo Laredo, Tamaulipas","Dallas, TX ","(-103.6666671, 20.3333331)","(-99.5185992, 27.4761506)","(-96.7968559, 32.7762719)","LINESTRING (-103.6666671 20.3333331, -99.5185992 27.4761506, -96.7968559 32.7762719)"
1944,"Ciudad de México, Distrito Federal","Miguel Alemán, Tamaulipas","Fresno, CA ","(-99.1269583, 19.2667215)","(-99.08191545679813, 26.230013)","(-119.7848307, 36.7394421)","LINESTRING (-99.1269583 19.2667215, -99.08191545679813 26.230013, -119.7848307 36.7394421)"
1986,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Dallas, TX ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-96.7968559, 32.7762719)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -96.7968559 32.7762719)"
1975,Jalisco,"Tijuana, Baja California del Norte","Bakersfield, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-119.0194639, 35.3738712)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -119.0194639 35.3738712)"
1979,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1980,Jalisco,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1984,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1973,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1977,"León, Guanajuato","Tijuana, Baja California del Norte","Sacramento, CA ","(-101.6825081, 21.1218598)","(-117.0412813, 32.5132984)","(-121.493895, 38.5810606)","LINESTRING (-101.6825081 21.1218598, -117.0412813 32.5132984, -121.493895 38.5810606)"
1985,Jalisco,"San Luis Río Colorado, Sonora","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-114.29077314185326, 31.9939146)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -114.2907731418533 31.9939146, -118.1362299 33.760599)"
1969,Jalisco,"Tijuana, Baja California del Norte","Merced, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-120.7678602, 37.1641544)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -120.7678602 37.1641544)"
1975,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.6825081 21.1218598, -117.0412813 32.5132984, -118.1362299 33.760599)"
1977,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1964,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Las Vegas, NV-AZ ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-114.0562227, 36.8159974)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -114.0562227 36.8159974)"
1974,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.6825081 21.1218598, -117.0412813 32.5132984, -118.1362299 33.760599)"
1986,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1988,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1977,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1988,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -118.1362299 33.760599)"
1985,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.6825081 21.1218598, -117.0412813 32.5132984, -118.1362299 33.760599)"
1975,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1979,"Ciudad de México, Distrito Federal","Nuevo Laredo, Tamaulipas","Houston, TX ","(-99.1269583, 19.2667215)","(-99.5185992, 27.4761506)","(-95.3676974, 29.7589382)","LINESTRING (-99.1269583 19.2667215, -99.5185992 27.4761506, -95.3676974 29.7589382)"
1968,Jalisco,"Mexicali, Baja California del Norte","Chicago, IL ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-88.125016, 42.371614)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -88.125016 42.371614)"
1951,Jalisco,"Mexicali, Baja California del Norte","Sacramento, CA ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-121.493895, 38.5810606)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -121.493895 38.5810606)"
1978,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -118.1362299 33.760599)"
1973,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1975,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1950,"Morelia, Michoacán","Mexicali, Baja California del Norte","Las Vegas, NV-AZ ","(-101.1923818, 19.7027116)","(-115.506256, 32.658421)","(-114.0562227, 36.8159974)","LINESTRING (-101.1923818 19.7027116, -115.506256 32.658421, -114.0562227 36.8159974)"
1986,Jalisco,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1974,"Aguascalientes, Aguascalientes","Tijuana, Baja California del Norte","Ventura, CA ","(-102.2961323, 21.8806553)","(-117.0412813, 32.5132984)","(-119.0779359, 34.4458248)","LINESTRING (-102.2961323 21.8806553, -117.0412813 32.5132984, -119.0779359 34.4458248)"
1985,Jalisco,"Piedras Negras, Coahuila de Zaragoza","Chicago, IL ","(-103.6666671, 20.3333331)","(-100.5267104, 28.6998135)","(-88.125016, 42.371614)","LINESTRING (-103.6666671 20.3333331, -100.5267104 28.6998135, -88.125016 42.371614)"
1973,"Caborca, Sonora","Tijuana, Baja California del Norte","San Diego, CA ","(-112.60800114389396, 30.8974875)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-112.608001143894 30.8974875, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1976,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1972,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -118.1362299 33.760599)"
1980,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1979,Jalisco,"Tijuana, Baja California del Norte","Chicago, IL ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-88.125016, 42.371614)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -88.125016 42.371614)"
1977,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
