crsyr1,origin_loc,cross_loc,us_loc,origin_coords,cross_coords,us_coords
1953,Guanajuato,"Piedras Negras, Coahuila de Zaragoza",,"(-101.0, 20.9876996)","(-100.5267104, 28.6998135)","(11.0480288, 46.3144754)"
1974,Guanajuato,"Nogales, Sonora",,"(-101.0, 20.9876996)","(-108.9620954, 30.2074686)","(11.0480288, 46.3144754)"
1980,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1974,Guanajuato,"Tijuana, Baja California del Norte",,"(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1981,Guanajuato,"Mexicali, Baja California del Norte",,"(-101.0, 20.9876996)","(-115.448325, 32.6248622)","(11.0480288, 46.3144754)"
1977,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1963,Guanajuato,"Juárez, Chihuahua","Fresno, CA ","(-101.0, 20.9876996)","(-106.0277621, 28.6517723)","(-119.7848307, 36.7394421)"
1960,"Durango, Durango","Juárez, Chihuahua",,"(-104.6547415, 24.022008)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
1972,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1988,Guanajuato,"Tijuana, Baja California del Norte","Orange County, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1948,Guanajuato,"Juárez, Chihuahua",,"(-101.0, 20.9876996)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
1977,Guanajuato,"Tijuana, Baja California del Norte","Ventura, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-119.0779359, 34.4458248)"
1949,Guanajuato,"Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-120.508049, 34.675904)"
1958,Guanajuato,"Nuevo Laredo, Tamaulipas","Vallejo-Fairfield-Napa, CA ","(-101.0, 20.9876996)","(-99.5185992, 27.4761506)",Fail
1980,Guanajuato,"Juárez, Chihuahua","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-106.0277621, 28.6517723)","(-118.2400932, 33.7689643)"
1987,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1940,Guanajuato,"Juárez, Chihuahua","Fresno, CA ","(-101.0, 20.9876996)","(-106.0277621, 28.6517723)","(-119.7848307, 36.7394421)"
1981,Guanajuato,"Tijuana, Baja California del Norte","Santa Cruz-Watsonville, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-121.7658825, 36.8994945)"
1985,Guanajuato,"Mexicali, Baja California del Norte","San Francisco, CA ","(-101.0, 20.9876996)","(-115.448325, 32.6248622)","(-122.419906, 37.7790262)"
1982,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1977,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1979,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1979,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1986,"Silao, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.42919512727305, 20.9432447)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1976,Guanajuato,"Tijuana, Baja California del Norte",,"(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1981,"Iliatenco, Jalisco","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ",Fail,"(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1973,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1972,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1974,"Silao, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.42919512727305, 20.9432447)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
2007,Guanajuato,"Altar, Sonora",,"(-101.0, 20.9876996)","(-111.88979063990689, 31.09381305)","(11.0480288, 46.3144754)"
1997,"Mexicali, Baja California del Norte","Mexicali, Baja California del Norte",,"(-115.448325, 32.6248622)","(-115.448325, 32.6248622)","(11.0480288, 46.3144754)"
2001,"Tecuala, Nayarit","Altar, Sonora","Denver, CO ","(-105.5137583, 22.4370317)","(-111.88979063990689, 31.09381305)","(-72.3959849, 5.3428475)"
2004,Guanajuato,"Altar, Sonora","Sacramento, CA ","(-101.0, 20.9876996)","(-111.88979063990689, 31.09381305)","(-121.493895, 38.5810606)"
1988,"Tecuala, Nayarit","Tijuana, Baja California del Norte","Greeley, CO ","(-105.5137583, 22.4370317)","(-116.964662, 32.5010188)","(-104.7091322, 40.4233142)"
2003,Guanajuato,"Agua Prieta, Sonora",,"(-101.0, 20.9876996)","(-109.5425509, 31.3179664)","(11.0480288, 46.3144754)"
1999,"Irapuato, Guanajuato","Juárez, Chihuahua","Denver, CO ","(-101.3521052, 20.6758761)","(-106.0277621, 28.6517723)","(-72.3959849, 5.3428475)"
1995,"Saltillo, Coahuila de Zaragoza","Tijuana, Baja California del Norte","Salem, OR ","(-100.9927509, 25.4230425)","(-116.964662, 32.5010188)","(-123.033121, 44.9391565)"
2002,Guanajuato,"Mexicali, Baja California del Norte","Sacramento, CA ","(-101.0, 20.9876996)","(-115.448325, 32.6248622)","(-121.493895, 38.5810606)"
2003,"Loreto, Zacatecas","Agua Prieta, Sonora","Boulder-Longmont, CO ","(-101.91255538611645, 22.27393)","(-109.5425509, 31.3179664)","(-105.12774223490266, 40.154341599999995)"
1983,"Ciudad de México, Distrito Federal","Piedras Negras, Coahuila de Zaragoza","Orange County, CA ","(-99.1248161, 19.3997047)","(-100.5267104, 28.6998135)","(-117.8704931, 33.7500378)"
1975,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte",,"(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1973,Guanajuato,"Nuevo Laredo, Tamaulipas",,"(-101.0, 20.9876996)","(-99.5185992, 27.4761506)","(11.0480288, 46.3144754)"
1983,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1974,Guanajuato,"Tijuana, Baja California del Norte","Orange County, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1988,Guanajuato,"Tijuana, Baja California del Norte",,"(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1986,Sonora,"Piedras Negras, Coahuila de Zaragoza","Houston, TX ","(-110.6666671, 29.3333331)","(-100.5267104, 28.6998135)","(-95.3676974, 29.7589382)"
1954,"Ciudad de México, Distrito Federal","Reynosa, Tamaulipas","Dallas, TX ","(-99.1248161, 19.3997047)","(-98.2963932, 26.0704018)","(-96.7968559, 32.7762719)"
1954,Guanajuato,"Juárez, Chihuahua","San Antonio, TX ","(-101.0, 20.9876996)","(-106.0277621, 28.6517723)","(-98.4951405, 29.4246002)"
1982,"Querétaro, Querétaro","Tijuana, Baja California del Norte","San Antonio, TX ","(-100.3970593, 20.5954708)","(-116.964662, 32.5010188)","(-98.4951405, 29.4246002)"
1984,"Ciudad de México, Distrito Federal","Piedras Negras, Coahuila de Zaragoza","San Antonio, TX ","(-99.1248161, 19.3997047)","(-100.5267104, 28.6998135)","(-98.4951405, 29.4246002)"
1981,"Guanajuato, Guanajuato","Reynosa, Tamaulipas","Houston, TX ","(-101.2528406, 21.0158848)","(-98.2963932, 26.0704018)","(-95.3676974, 29.7589382)"
1973,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Orange County, CA ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1988,"Querétaro, Querétaro","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-100.3970593, 20.5954708)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1975,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Bakersfield, CA ","(-115.448325, 32.6248622)","(-116.964662, 32.5010188)","(-119.0194639, 35.3738712)"
1979,", México","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-100.000037, 22.5000485)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1979,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1991,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Orange County, CA ","(-115.448325, 32.6248622)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1979,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Orange County, CA ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1973,"Zapotlán Tablas, Jalisco","Piedras Negras, Coahuila de Zaragoza",,Fail,"(-100.5267104, 28.6998135)","(11.0480288, 46.3144754)"
1968,Jalisco,"Tijuana, Baja California del Norte",,"(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1975,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1973,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte",,"(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1988,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","San Diego, CA ","(-116.964662, 32.5010188)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1971,"Zitlala, Jalisco","Tijuana, Baja California del Norte",,Fail,"(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1985,Jalisco,"Tijuana, Baja California del Norte",,"(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1984,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","San Jose, CA ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1977,Jalisco,"Río Bravo, Tamaulipas",,"(-103.6666671, 20.3333331)","(-98.0976088, 25.9869955)","(11.0480288, 46.3144754)"
1979,Jalisco,"Tijuana, Baja California del Norte",,"(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1966,Jalisco,"Matamoros, Tamaulipas","McAllen-Edinburg-Mission, TX ","(-103.6666671, 20.3333331)","(-97.5017951, 25.8520977)",Fail
1970,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1943,"Ciudad de México, Distrito Federal","Mexicali, Baja California del Norte",,"(-99.1248161, 19.3997047)","(-115.448325, 32.6248622)","(11.0480288, 46.3144754)"
1984,Jalisco,"Nuevo Laredo, Tamaulipas","Dallas, TX ","(-103.6666671, 20.3333331)","(-99.5185992, 27.4761506)","(-96.7968559, 32.7762719)"
1978,Jalisco,"Miguel Alemán, Tamaulipas",,"(-103.6666671, 20.3333331)","(-99.08191545679813, 26.230013)","(11.0480288, 46.3144754)"
1942,"León, Guanajuato","Juárez, Chihuahua","Brownsville-Harlingen-San Benito, TX ","(-101.6825081, 21.1218598)","(-106.0277621, 28.6517723)",Fail
1944,"Ciudad de México, Distrito Federal","Miguel Alemán, Tamaulipas","Fresno, CA ","(-99.1248161, 19.3997047)","(-99.08191545679813, 26.230013)","(-119.7848307, 36.7394421)"
1986,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Dallas, TX ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-96.7968559, 32.7762719)"
1959,Jalisco,"Nuevo Laredo, Tamaulipas","Santa Cruz-Watsonville, CA ","(-103.6666671, 20.3333331)","(-99.5185992, 27.4761506)","(-121.7658825, 36.8994945)"
1985,,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(11.0480288, 46.3144754)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1975,Jalisco,"Tijuana, Baja California del Norte","Bakersfield, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-119.0194639, 35.3738712)"
1980,"Zirándaro, Jalisco","Tecate, Baja California del Norte","Los Angeles-Long Beach, CA ",Fail,"(-116.6298787, 32.5653831)","(-118.2400932, 33.7689643)"
1978,"León, Guanajuato","Tijuana, Baja California del Norte",,"(-101.6825081, 21.1218598)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1952,"Zitlala, Jalisco","Camargo, Tamaulipas",,Fail,"(-98.8630369930155, 26.18044285)","(11.0480288, 46.3144754)"
1972,"Zitlala, Jalisco","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ",Fail,"(-116.964662, 32.5010188)","(-117.3455744, 34.0109957)"
1979,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1980,Jalisco,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-119.7848307, 36.7394421)"
1981,Jalisco,", Coahuila de Zaragoza",,"(-103.6666671, 20.3333331)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1984,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1980,Jalisco,"Tijuana, Baja California del Norte",,"(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1958,"Ciudad de México, Distrito Federal","Juárez, Chihuahua",,"(-99.1248161, 19.3997047)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
1973,"Zitlala, Jalisco","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ",Fail,"(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1973,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1977,"León, Guanajuato","Tijuana, Baja California del Norte","Sacramento, CA ","(-101.6825081, 21.1218598)","(-116.964662, 32.5010188)","(-121.493895, 38.5810606)"
1985,Jalisco,"San Luis Río Colorado, Sonora","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-114.29077314185326, 31.9939146)","(-118.2400932, 33.7689643)"
1950,"Ciudad de México, Distrito Federal","Reynosa, Tamaulipas","McAllen-Edinburg-Mission, TX ","(-99.1248161, 19.3997047)","(-98.2963932, 26.0704018)",Fail
1969,Jalisco,"Tijuana, Baja California del Norte","Merced, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-120.7678602, 37.1641544)"
1975,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1977,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1964,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Las Vegas, NV-AZ ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-114.0562227, 36.8159974)"
1974,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1986,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1988,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1977,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1984,"Zirándaro, Jalisco","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ",Fail,"(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1988,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1985,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1975,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1979,"Ciudad de México, Distrito Federal","Nuevo Laredo, Tamaulipas","Houston, TX ","(-99.1248161, 19.3997047)","(-99.5185992, 27.4761506)","(-95.3676974, 29.7589382)"
1972,"Cochoapa el Grande, Jalisco","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ",Fail,"(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1968,Jalisco,"Mexicali, Baja California del Norte","Chicago, IL ","(-103.6666671, 20.3333331)","(-115.448325, 32.6248622)","(-87.6244212, 41.8755616)"
1974,"Cochoapa el Grande, Jalisco","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ",Fail,"(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1973,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Santa Cruz-Watsonville, CA ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-121.7658825, 36.8994945)"
1951,Jalisco,"Mexicali, Baja California del Norte","Sacramento, CA ","(-103.6666671, 20.3333331)","(-115.448325, 32.6248622)","(-121.493895, 38.5810606)"
1978,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1973,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1975,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1974,"Cochoapa el Grande, Jalisco","Tijuana, Baja California del Norte",,Fail,"(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1986,"Cochoapa el Grande, Jalisco","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ",Fail,"(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1978,Jalisco,"Tijuana, Baja California del Norte",,"(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1967,"Cochoapa el Grande, Jalisco","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ",Fail,"(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1950,"Morelia, Michoacán","Mexicali, Baja California del Norte","Las Vegas, NV-AZ ","(-101.1923818, 19.7027116)","(-115.448325, 32.6248622)","(-114.0562227, 36.8159974)"
1978,,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(11.0480288, 46.3144754)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1973,"Cochoapa el Grande, Jalisco","Tijuana, Baja California del Norte","San Francisco, CA ",Fail,"(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1980,"Cochoapa el Grande, Jalisco","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ",Fail,"(-116.964662, 32.5010188)","(-117.3455744, 34.0109957)"
